period,source,wave,question_text,answer_text,demo_category,demo_value,percentage,n_size
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),הכנסה,מתחת לממוצע,16.39,334
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),הכנסה,ממוצעת,23.68,245
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),הכנסה,מעל לממוצע,16.07,320
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,חילוני,15.9,467
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,מסורתי,22.9,315
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,דתי,11.97,138
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,חרדי,10.26,86
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,ירושלים,16.67,102
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,צפון,23.53,94
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,חיפה,16.98,112
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,מרכז,17.15,293
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,תל אביב,17.37,204
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,דרום,18.25,150
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,"יו""ש",9.3,51
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,19.32,207
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,21.58,190
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,13.43,134
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,22.61,115
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,4.76,21
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,66.67,3
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,8.47,59
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,19.23,78
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,12.68,71
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,10.64,47
סוף שבוע,שילוב,גל 17 במאי,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,18.68,503
סוף שבוע,שילוב,גל 31 במאי,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,22.98,503
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,20.86,1006
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מגדר,גברים,21.82,509
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מגדר,נשים,19.87,497
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,גיל,18-29,15.86,257
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,גיל,30-49,17.66,388
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,גיל,50+,27.38,361
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,השכלה,נמוכה,20.41,120
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,השכלה,בינונית,14.69,188
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,השכלה,גבוהה,22.62,698
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,הכנסה,מתחת לממוצע,20.4,334
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,הכנסה,ממוצעת,21.93,245
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,הכנסה,מעל לממוצע,20.66,320
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,חילוני,23.75,467
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,מסורתי,20.65,315
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,דתי,14.53,138
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,דת,חרדי,7.69,86
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,ירושלים,18.89,102
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,צפון,25.88,94
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,חיפה,17.92,112
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,מרכז,20.44,293
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,תל אביב,21.05,204
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,דרום,20.44,150
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מחוז,"יו""ש",25.58,51
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,25.12,207
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,26.84,190
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,20.15,134
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,25.22,115
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,0,21
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,0,3
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,13.56,59
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,15.38,78
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,14.08,71
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,8.51,47
סוף שבוע,שילוב,גל 17 במאי,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,4.18,503
סוף שבוע,שילוב,גל 31 במאי,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,6.81,503
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,5.51,1006
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מגדר,גברים,5.51,509
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מגדר,נשים,5.52,497
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,גיל,18-29,3.96,257
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,גיל,30-49,9.4,388
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,גיל,50+,2.59,361
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,השכלה,נמוכה,9.18,120
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,השכלה,בינונית,3.39,188
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,השכלה,גבוהה,5.54,698
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,הכנסה,מתחת לממוצע,5.69,334
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,הכנסה,ממוצעת,3.51,245
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,הכנסה,מעל לממוצע,7.21,320
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,חילוני,5.45,467
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,מסורתי,1.29,315
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,דתי,12.82,138
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,דת,חרדי,17.95,86
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,ירושלים,7.78,102
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,צפון,5.88,94
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,חיפה,6.6,112
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,מרכז,4.38,293
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,תל אביב,4.74,204
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,דרום,3.65,150
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,מחוז,"יו""ש",13.95,51
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,1.93,207
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,0.53,190
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,3.73,134
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,0.87,115
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,9.52,21
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,0,3
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,13.56,59
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,5.13,78
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,19.72,71
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,לא צפיתי השבוע בטלוויזיה,כללי,סהכ,25.53,47
סוף שבוע,שילוב,גל 17 במאי,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,10.55,503
סוף שבוע,שילוב,גל 31 במאי,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,7.02,503
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,8.76,1006
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מגדר,גברים,7.84,509
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מגדר,נשים,9.71,497
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,גיל,18-29,13.22,257
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,גיל,30-49,10.54,388
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,גיל,50+,4.03,361
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,השכלה,נמוכה,22.45,120
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,השכלה,בינונית,6.21,188
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,השכלה,גבוהה,7.38,698
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,הכנסה,מתחת לממוצע,11.71,334
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,הכנסה,ממוצעת,7.46,245
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,הכנסה,מעל לממוצע,4.92,320
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,חילוני,1.74,467
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,מסורתי,1.61,315
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,דתי,17.95,138
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,דת,חרדי,120.51,86
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,ירושלים,13.33,102
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,צפון,10.59,94
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,חיפה,5.66,112
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,מרכז,6.93,293
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,תל אביב,7.37,204
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,דרום,9.49,150
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,מחוז,"יו""ש",18.6,51
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,207
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,190
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,134
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,115
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,21
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,3
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,59
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,78
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,71
סוף שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,כלל לא צופה בטלוויזיה / אין לי טלוויזיה,כללי,סהכ,0,47
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,5.49,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,7.66,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,6.59,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מגדר,גברים,8.26,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מגדר,נשים,4.86,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,גיל,18-29,3.96,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,גיל,30-49,3.42,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,גיל,50+,11.53,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,השכלה,נמוכה,8.16,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,השכלה,בינונית,3.39,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,השכלה,גבוהה,7.23,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,הכנסה,מתחת לממוצע,6.35,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,הכנסה,ממוצעת,7.89,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,הכנסה,מעל לממוצע,6.89,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,דת,חילוני,6.75,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,דת,מסורתי,9.03,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,דת,דתי,1.71,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,דת,חרדי,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מחוז,ירושלים,7.78,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מחוז,צפון,11.76,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מחוז,חיפה,5.66,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מחוז,מרכז,5.47,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מחוז,תל אביב,6.32,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מחוז,דרום,6.57,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,מחוז,"יו""ש",4.65,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,10.63,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,6.84,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,8.21,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,6.09,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,4.76,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,0,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,3.39,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,2.56,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,4.23,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ כאן 11,כללי,סהכ,0,
סוף שבוע,שילוב,גל 17 במאי,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,15.6,
סוף שבוע,שילוב,גל 31 במאי,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,17.45,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,16.54,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מגדר,גברים,15.25,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מגדר,נשים,17.88,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,גיל,18-29,14.1,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,גיל,30-49,11.68,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,גיל,50+,23.05,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,השכלה,נמוכה,12.24,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,השכלה,בינונית,18.08,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,השכלה,גבוהה,16.77,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,הכנסה,מתחת לממוצע,15.05,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,הכנסה,ממוצעת,17.98,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,הכנסה,מעל לממוצע,16.72,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,דת,חילוני,20.48,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,דת,מסורתי,17.42,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,דת,דתי,3.42,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,דת,חרדי,2.56,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מחוז,ירושלים,12.22,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מחוז,צפון,23.53,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מחוז,חיפה,16.98,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מחוז,מרכז,13.5,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מחוז,תל אביב,20.53,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מחוז,דרום,17.52,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,מחוז,"יו""ש",9.3,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,19.32,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,21.05,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,17.91,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,15.65,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,9.52,
סוף שבוע,שילוב,ממוצע שני הגלים,רייטינג ימי שישי 18:00-20:00,ערוץ קשת 12,כללי,סהכ,0,
