period,source,wave,question_text,answer_text,demo_category,demo_value,percentage,n_size
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,93.81,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,95.53,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,94.69,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מגדר,גברים,95.79,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מגדר,נשים,93.51,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",גיל,18-29,92.96,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",גיל,30-49,93.75,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",גיל,50+,96.77,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",השכלה,נמוכה,92.39,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",השכלה,בינונית,96.13,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",השכלה,גבוהה,94.61,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",הכנסה,מתחת לממוצע,93.93,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",הכנסה,ממוצעת,95.18,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",הכנסה,מעל לממוצע,95.64,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",דת,חילוני,95.61,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",דת,מסורתי,96.26,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",דת,דתי,92.56,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",דת,חרדי,66.67,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מחוז,ירושלים,93.98,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מחוז,צפון,93.62,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מחוז,חיפה,94.29,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מחוז,מרכז,94.83,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מחוז,תל אביב,96.45,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מחוז,דרום,92.54,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",מחוז,"יו""ש",97.37,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,99.11,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,98.42,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,94.7,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,98.06,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,96.77,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,100,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,87.14,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,96.43,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,78,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,"סה""כ צופים",כללי,סהכ,68.57,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,54.42,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,43.83,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,49.02,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מגדר,גברים,54.74,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מגדר,נשים,42.95,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,גיל,18-29,43.66,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,גיל,30-49,44.29,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,גיל,50+,57.48,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,השכלה,נמוכה,41.3,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,השכלה,בינונית,44.75,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,השכלה,גבוהה,51.31,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,הכנסה,מתחת לממוצע,47.6,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,הכנסה,ממוצעת,51.75,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,הכנסה,מעל לממוצע,50.34,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,דת,חילוני,55.04,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,דת,מסורתי,45.79,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,דת,דתי,41.32,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,דת,חרדי,16.67,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מחוז,ירושלים,55.42,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מחוז,צפון,40.43,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מחוז,חיפה,50.48,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מחוז,מרכז,49.08,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מחוז,תל אביב,55.33,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מחוז,דרום,40.3,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,מחוז,"יו""ש",50,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,56.44,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,51.58,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,45.45,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,48.54,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,48.39,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,50,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,42.86,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,55.95,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,28,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ כאן 11,כללי,סהכ,28.57,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,66.37,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,67.45,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,66.92,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מגדר,גברים,66.53,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מגדר,נשים,67.34,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,גיל,18-29,67.61,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,גיל,30-49,65.22,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,גיל,50+,68.33,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,השכלה,נמוכה,58.7,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,השכלה,בינונית,64.09,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,השכלה,גבוהה,68.88,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,הכנסה,מתחת לממוצע,64.22,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,הכנסה,ממוצעת,67.98,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,הכנסה,מעל לממוצע,71.14,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,דת,חילוני,75,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,דת,מסורתי,66.04,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,דת,דתי,47.11,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,דת,חרדי,25,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מחוז,ירושלים,53.01,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מחוז,צפון,71.28,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מחוז,חיפה,62.86,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מחוז,מרכז,68.27,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מחוז,תל אביב,75.63,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מחוז,דרום,64.18,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,מחוז,"יו""ש",52.63,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,73.78,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,67.37,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,71.21,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,74.76,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,61.29,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,50,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,57.14,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,75,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,32,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ קשת 12,כללי,סהכ,37.14,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,43.58,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,42.55,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,43.06,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מגדר,גברים,43.16,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מגדר,נשים,42.95,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,גיל,18-29,46.95,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,גיל,30-49,41.85,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,גיל,50+,41.94,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,השכלה,נמוכה,47.83,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,השכלה,בינונית,51.38,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,השכלה,גבוהה,40.06,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,הכנסה,מתחת לממוצע,44.41,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,הכנסה,ממוצעת,44.3,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,הכנסה,מעל לממוצע,41.95,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,דת,חילוני,45.61,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,דת,מסורתי,49.22,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,דת,דתי,23.14,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,דת,חרדי,12.5,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מחוז,ירושלים,32.53,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מחוז,צפון,36.17,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מחוז,חיפה,36.19,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מחוז,מרכז,45.76,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מחוז,תל אביב,49.75,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מחוז,דרום,46.27,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,מחוז,"יו""ש",36.84,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,53.78,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,53.68,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,36.36,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,48.54,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,38.71,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,0,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,31.43,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,33.33,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,14,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ רשת 13,כללי,סהכ,20,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,32.08,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,29.57,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,30.8,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מגדר,גברים,33.89,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מגדר,נשים,27.52,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,גיל,18-29,27.23,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,גיל,30-49,31.52,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,גיל,50+,32.26,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,השכלה,נמוכה,40.22,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,השכלה,בינונית,36.46,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,השכלה,גבוהה,27.89,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,הכנסה,מתחת לממוצע,32.59,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,הכנסה,ממוצעת,35.96,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,הכנסה,מעל לממוצע,27.18,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,דת,חילוני,17.32,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,דת,מסורתי,38.63,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,דת,דתי,57.02,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,דת,חרדי,50,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מחוז,ירושלים,37.35,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מחוז,צפון,34.04,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מחוז,חיפה,28.57,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מחוז,מרכז,30.63,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מחוז,תל אביב,26.4,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מחוז,דרום,32.09,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,מחוז,"יו""ש",34.21,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,28.44,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,37.89,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,29.55,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,33.01,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,51.61,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,0,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,18.57,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,22.62,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,34,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ עכשיו 14,כללי,סהכ,28.57,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,17.92,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,16.38,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,17.14,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מגדר,גברים,24,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מגדר,נשים,9.84,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),גיל,18-29,13.62,254
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),גיל,30-49,16.3,392
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),גיל,50+,20.23,361
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),השכלה,נמוכה,28.26,108
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),השכלה,בינונית,16.57,197
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),השכלה,גבוהה,15.72,702
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),הכנסה,מתחת לממוצע,19.81,358
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),הכנסה,ממוצעת,18.86,239
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),הכנסה,מעל לממוצע,15.77,314
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,חילוני,14.04,468
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,מסורתי,24.61,325
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,דתי,11.57,141
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),דת,חרדי,4.17,73
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,ירושלים,16.87,98
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,צפון,19.15,102
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,חיפה,16.19,112
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,מרכז,18.45,296
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,תל אביב,14.72,203
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,דרום,14.18,147
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),מחוז,"יו""ש",28.95,49
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,18.67,225
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,17.37,190
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,16.67,132
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,23.3,103
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,3.23,31
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,0,2
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,15.71,70
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,16.67,84
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,16,50
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,ערוץ i24news (אפיק 15),כללי,סהכ,8.57,35
אמצע שבוע,שילוב,גל 19 במאי,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,20.13,502
אמצע שבוע,שילוב,גל 25 במאי,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,20,505
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,כללי,סהכ,20.07,1007
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מגדר,גברים,22.11,503
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,מגדר,נשים,17.9,504
אמצע שבוע,שילוב,ממוצע שני הגלים,חשיפה לערוצים,צפיתי בערוצים אחרים,גיל,18-29,14.08,254
